"","coef"
"Intercept",-2.23
"log age",0.12
"log size",-0.04
"log devs",0.19
"log commits",1.02
"C",0.09
"C++",0.21
"Clojure",-0.34
"Coffeescript",0
"Erlang",0.16
"Go",0.15
"Haskell",-0.09
"Java",0.32
"Javascript",0
"Objective-C",0.21
"Perl",-0.17
"Php",0
"Python",-0.08
"Ruby",-0.18
"Scala",-0.37
"Typescript",0.07
