"","coef","pVal"
"Intercept",-2.47,0
"log age",0.09,0
"log size",-0.02,0.065
"log devs",0.11,0.001
"log commits",1.07,0
"C",0.13,0.208
"C#",-0.12,0.262
"C++",0.22,0.026
"Clojure",-0.2,0.068
"Coffeescript",0.27,0.007
"Erlang",0.22,0.036
"Go",0.19,0.077
"Haskell",-0.09,0.38
"Java",-0.01,0.898
"Javascript",0.04,0.727
"Objective-C",-0.19,0.073
"Perl",0.04,0.7
"Php",-0.06,0.58
"Python",-0.03,0.788
"Ruby",-0.17,0.123
"Scala",-0.15,0.164
"Typescript",-0.07,0.524
