"","coef","pVal"
"Intercept",-2.47,0
"log age",0.09,0
"log size",-0.01,0.681
"log devs",0.07,0.024
"log commits",1.04,0
"C",0.21,0.035
"C#",0.03,0.78
"C++",0.06,0.542
"Clojure",-0.34,0.001
"Coffeescript",0.25,0.011
"Erlang",0.15,0.122
"Go",0.14,0.157
"Haskell",-0.18,0.079
"Java",-0.14,0.155
"Javascript",-0.07,0.471
"Objective-C",0.03,0.799
"Perl",0.08,0.392
"Php",-0.04,0.685
"Python",0.14,0.148
"Ruby",-0.14,0.196
"Scala",-0.18,0.082
"Typescript",0,0.97
