"","coef"
"Intercept",-2.42
"log age",0.15
"log size",-0.04
"log devs",0.25
"log commits",0.98
"C",0.19
"C++",-0.02
"Clojure",0.2
"Coffeescript",-0.02
"Erlang",-0.21
"Go",0.21
"Haskell",-0.11
"Java",0.07
"Javascript",0.08
"Objective-C",0.06
"Perl",-0.09
"Php",0.01
"Python",0.23
"Ruby",-0.4
"Scala",-0.45
"Typescript",0.24
