"","coef","pVal"
"Intercept",-2.76,0
"log age",0.1,0
"log size",-0.01,0.669
"log devs",0.11,0.002
"log commits",1.07,0
"C",0.22,0.039
"C#",0.03,0.81
"C++",-0.08,0.466
"Clojure",-0.3,0.008
"Coffeescript",0.24,0.029
"Erlang",0.1,0.361
"Go",0.16,0.141
"Haskell",-0.09,0.405
"Java",-0.12,0.28
"Javascript",0.1,0.377
"Objective-C",-0.4,0
"Perl",0,0.991
"Php",-0.01,0.94
"Python",0.21,0.05
"Ruby",-0.11,0.302
"Scala",-0.08,0.479
"Typescript",0.14,0.186
