"","coef"
"Intercept",-2.97
"log age",0.2
"log size",-0.02
"log devs",0.14
"log commits",1.02
"C",0.14
"C++",0.01
"Clojure",0.07
"Coffeescript",0.2
"Erlang",0.09
"Go",0.25
"Haskell",0
"Java",-0.39
"Javascript",0.08
"Objective-C",0.03
"Perl",-0.08
"Php",-0.08
"Python",0.06
"Ruby",-0.3
"Scala",-0.1
"Typescript",0.03
