"","coef","pVal"
"Intercept",-2.7,0
"log age",0.1,0
"log size",-0.02,0.141
"log devs",0.13,0
"log commits",1.07,0
"C",0.23,0.021
"C#",-0.04,0.692
"C++",-0.03,0.752
"Clojure",-0.25,0.019
"Coffeescript",0.2,0.049
"Erlang",0.02,0.884
"Go",0.15,0.163
"Haskell",-0.26,0.015
"Java",0.05,0.616
"Javascript",-0.01,0.916
"Objective-C",-0.1,0.346
"Perl",0.09,0.378
"Php",0.06,0.533
"Python",-0.17,0.092
"Ruby",-0.06,0.58
"Scala",-0.12,0.253
"Typescript",0.25,0.02
