"","coef","pVal"
"Intercept",-2.64,0
"log age",0.07,0
"log size",-0.01,0.531
"log devs",0.11,0.001
"log commits",1.08,0
"C",0.12,0.258
"C#",0.16,0.144
"C++",-0.18,0.103
"Clojure",-0.22,0.058
"Coffeescript",0.17,0.124
"Erlang",0.19,0.068
"Go",0.13,0.208
"Haskell",-0.27,0.014
"Java",-0.05,0.636
"Javascript",0.07,0.507
"Objective-C",-0.05,0.625
"Perl",-0.01,0.937
"Php",0.06,0.559
"Python",0.13,0.231
"Ruby",-0.22,0.043
"Scala",-0.13,0.243
"Typescript",0.09,0.421
