"","coef","pVal"
"Intercept",-2.36,0
"log age",0.07,0
"log size",0,0.785
"log devs",0.1,0.003
"log commits",1.01,0
"C",0.21,0.042
"C#",-0.43,0
"C++",0.28,0.008
"Clojure",-0.06,0.589
"Coffeescript",0.05,0.658
"Erlang",0.02,0.879
"Go",0.4,0
"Haskell",-0.17,0.101
"Java",-0.22,0.044
"Javascript",-0.01,0.95
"Objective-C",-0.07,0.512
"Perl",0.1,0.369
"Php",0.19,0.067
"Python",-0.13,0.219
"Ruby",-0.09,0.392
"Scala",-0.09,0.382
"Typescript",0.05,0.646
