"","coef","pVal"
"Intercept",-2.64,0
"log age",0.13,0
"log size",-0.02,0.126
"log devs",0.16,0
"log commits",1.01,0
"C",0.18,0.084
"C#",0.01,0.948
"C++",0.05,0.677
"Clojure",0.01,0.907
"Coffeescript",0.09,0.425
"Erlang",-0.01,0.913
"Go",0.17,0.107
"Haskell",-0.2,0.073
"Java",-0.23,0.035
"Javascript",-0.08,0.497
"Objective-C",-0.02,0.865
"Perl",0.12,0.256
"Php",0.05,0.632
"Python",0,0.984
"Ruby",-0.23,0.043
"Scala",-0.28,0.012
"Typescript",0.36,0.001
