"","coef","pVal"
"Intercept",-2.57,0
"log age",0.09,0
"log size",0,0.807
"log devs",0.2,0
"log commits",0.99,0
"C",0.12,0.248
"C#",0.07,0.493
"C++",0.11,0.273
"Clojure",-0.21,0.055
"Coffeescript",0.16,0.13
"Erlang",0.06,0.551
"Go",0.16,0.112
"Haskell",-0.17,0.103
"Java",-0.13,0.225
"Javascript",0.01,0.944
"Objective-C",-0.03,0.742
"Perl",0.01,0.894
"Php",-0.02,0.815
"Python",0,0.995
"Ruby",0.11,0.297
"Scala",-0.23,0.03
"Typescript",-0.02,0.849
