"","coef","pVal"
"Intercept",-2.57,0
"log age",0.1,0
"log size",-0.01,0.318
"log devs",0.15,0
"log commits",1.03,0
"C",0.24,0.019
"C#",0.02,0.868
"C++",0.04,0.657
"Clojure",-0.14,0.17
"Coffeescript",0.04,0.689
"Erlang",0.06,0.582
"Go",0.25,0.011
"Haskell",-0.15,0.157
"Java",-0.23,0.032
"Javascript",-0.04,0.712
"Objective-C",-0.06,0.542
"Perl",0.11,0.273
"Php",-0.08,0.463
"Python",0.14,0.167
"Ruby",-0.21,0.053
"Scala",-0.3,0.005
"Typescript",0.3,0.003
