"","coef","pVal"
"Intercept",-2.55,0
"log age",0.1,0
"log size",-0.02,0.231
"log devs",0.08,0.006
"log commits",1.05,0
"C",0.18,0.057
"C#",0.03,0.791
"C++",0.08,0.41
"Clojure",-0.18,0.062
"Coffeescript",0.18,0.068
"Erlang",0.23,0.013
"Go",0.22,0.02
"Haskell",-0.26,0.009
"Java",-0.18,0.073
"Javascript",0.16,0.092
"Objective-C",-0.13,0.204
"Perl",0.05,0.607
"Php",-0.17,0.091
"Python",-0.06,0.532
"Ruby",-0.19,0.056
"Scala",-0.05,0.582
"Typescript",0.09,0.36
