"","coef","pVal"
"Intercept",-2.39,0
"log age",0.1,0
"log size",-0.03,0.02
"log devs",0.14,0
"log commits",1.04,0
"C",0.13,0.212
"C#",-0.17,0.117
"C++",0.04,0.714
"Clojure",-0.14,0.209
"Coffeescript",0.18,0.083
"Erlang",0.01,0.942
"Go",0.26,0.012
"Haskell",-0.19,0.085
"Java",-0.12,0.267
"Javascript",-0.01,0.961
"Objective-C",0,0.968
"Perl",-0.14,0.197
"Php",0.09,0.421
"Python",-0.05,0.619
"Ruby",-0.06,0.596
"Scala",-0.18,0.096
"Typescript",0.36,0.001
