"","coef"
"Intercept",-2.54
"log age",0.12
"log size",0
"log devs",0.22
"log commits",0.96
"C",0.04
"C++",0.18
"Clojure",-0.09
"Coffeescript",0.18
"Erlang",0.11
"Go",0.2
"Haskell",0.04
"Java",-0.4
"Javascript",-0.07
"Objective-C",0.34
"Perl",0.01
"Php",0.04
"Python",-0.06
"Ruby",-0.59
"Scala",-0.11
"Typescript",0.19
