"","coef","pVal"
"Intercept",-2.78,0
"log age",0.1,0
"log size",0,0.855
"log devs",0.15,0
"log commits",1.03,0
"C",0.16,0.127
"C#",0.11,0.303
"C++",0.01,0.938
"Clojure",-0.09,0.423
"Coffeescript",0.13,0.219
"Erlang",0.08,0.471
"Go",-0.02,0.847
"Haskell",-0.18,0.099
"Java",-0.19,0.085
"Javascript",0.08,0.44
"Objective-C",-0.12,0.245
"Perl",-0.02,0.869
"Php",0.11,0.298
"Python",0.15,0.139
"Ruby",-0.08,0.478
"Scala",-0.15,0.15
"Typescript",0.03,0.798
