"","coef","pVal"
"Intercept",-2.64,0
"log age",0.12,0
"log size",-0.02,0.16
"log devs",0.12,0.001
"log commits",1.04,0
"C",0.15,0.147
"C#",-0.05,0.654
"C++",0.04,0.699
"Clojure",-0.09,0.416
"Coffeescript",0.24,0.028
"Erlang",0.1,0.347
"Go",0.19,0.066
"Haskell",-0.09,0.409
"Java",-0.07,0.514
"Javascript",-0.36,0.003
"Objective-C",-0.08,0.46
"Perl",-0.06,0.575
"Php",0.02,0.885
"Python",0.17,0.118
"Ruby",-0.14,0.203
"Scala",-0.06,0.612
"Typescript",0.09,0.42
