"","coef"
"Intercept",-2.85
"log age",0.19
"log size",-0.01
"log devs",0.08
"log commits",0.98
"C",0.2
"C++",0.24
"Clojure",-0.1
"Coffeescript",0.11
"Erlang",0.04
"Go",0.16
"Haskell",-0.09
"Java",-0.14
"Javascript",0.04
"Objective-C",0.14
"Perl",-0.09
"Php",-0.26
"Python",0.12
"Ruby",-0.21
"Scala",-0.49
"Typescript",0.33
