"","coef","pVal"
"Intercept",-2.56,0
"log age",0.1,0
"log size",-0.03,0.071
"log devs",0.14,0
"log commits",1.05,0
"C",0.06,0.529
"C#",-0.11,0.301
"C++",0.19,0.06
"Clojure",-0.16,0.134
"Coffeescript",0.14,0.195
"Erlang",-0.06,0.576
"Go",0.17,0.102
"Haskell",-0.56,0
"Java",-0.2,0.057
"Javascript",0.1,0.353
"Objective-C",0.17,0.096
"Perl",0.1,0.319
"Php",0.03,0.764
"Python",-0.04,0.691
"Ruby",0.07,0.523
"Scala",-0.13,0.201
"Typescript",0.24,0.019
