"","coef","pVal"
"Intercept",-2.71,0
"log age",0.11,0
"log size",-0.04,0.018
"log devs",0.11,0.001
"log commits",1.11,0
"C",0.13,0.206
"C#",0.07,0.515
"C++",-0.13,0.218
"Clojure",-0.15,0.178
"Coffeescript",0.16,0.12
"Erlang",0.11,0.29
"Go",0.33,0.001
"Haskell",-0.1,0.338
"Java",-0.08,0.446
"Javascript",-0.23,0.038
"Objective-C",-0.02,0.832
"Perl",0.09,0.407
"Php",0.16,0.11
"Python",0.09,0.405
"Ruby",-0.25,0.022
"Scala",-0.22,0.038
"Typescript",0.04,0.726
