"","coef","pVal"
"Intercept",-2.45,0
"log age",0.12,0
"log size",-0.02,0.179
"log devs",0.16,0
"log commits",0.99,0
"C",0.24,0.016
"C#",-0.09,0.425
"C++",0.03,0.757
"Clojure",-0.16,0.131
"Coffeescript",-0.03,0.788
"Erlang",0.08,0.43
"Go",0.15,0.146
"Haskell",-0.17,0.102
"Java",-0.22,0.062
"Javascript",-0.02,0.843
"Objective-C",0.12,0.266
"Perl",-0.04,0.68
"Php",-0.03,0.781
"Python",0.12,0.253
"Ruby",-0.14,0.197
"Scala",-0.09,0.39
"Typescript",0.25,0.019
