"","coef","pVal"
"Intercept",-2.57,0
"log age",0.1,0
"log size",0,0.937
"log devs",0.1,0.003
"log commits",1.02,0
"C",0.21,0.044
"C#",0.12,0.263
"C++",0.05,0.659
"Clojure",-0.23,0.037
"Coffeescript",0.24,0.021
"Erlang",0.15,0.142
"Go",0.14,0.182
"Haskell",-0.05,0.64
"Java",-0.14,0.202
"Javascript",0.09,0.403
"Objective-C",0.02,0.835
"Perl",-0.01,0.906
"Php",-0.17,0.133
"Python",-0.12,0.251
"Ruby",-0.18,0.104
"Scala",-0.17,0.103
"Typescript",0.05,0.62
