"","coef","pVal"
"Intercept",-2.94,0
"log age",0.12,0
"log size",-0.01,0.45
"log devs",0.09,0.013
"log commits",1.09,0
"C",0.16,0.127
"C#",-0.06,0.572
"C++",0.17,0.105
"Clojure",-0.26,0.019
"Coffeescript",0.17,0.114
"Erlang",0.15,0.155
"Go",0.23,0.026
"Haskell",-0.18,0.087
"Java",-0.27,0.018
"Javascript",-0.25,0.025
"Objective-C",0.14,0.175
"Perl",0.19,0.075
"Php",-0.13,0.214
"Python",0.15,0.159
"Ruby",-0.15,0.169
"Scala",-0.11,0.319
"Typescript",0.05,0.625
