"","coef","pVal"
"Intercept",-2.62,0
"log age",0.12,0
"log size",-0.02,0.204
"log devs",0.1,0.002
"log commits",1.04,0
"C",0.2,0.047
"C#",-0.17,0.111
"C++",0.12,0.244
"Clojure",-0.24,0.028
"Coffeescript",0.24,0.02
"Erlang",-0.07,0.51
"Go",0.07,0.48
"Haskell",-0.25,0.023
"Java",-0.02,0.857
"Javascript",-0.14,0.193
"Objective-C",0.23,0.027
"Perl",-0.05,0.657
"Php",0.11,0.262
"Python",0,0.97
"Ruby",-0.21,0.051
"Scala",-0.1,0.344
"Typescript",0.26,0.013
