"","coef","pVal"
"Intercept",-2.38,0
"log age",0.07,0
"log size",-0.02,0.216
"log devs",0.19,0
"log commits",1.02,0
"C",0.03,0.772
"C#",-0.21,0.057
"C++",0.1,0.319
"Clojure",-0.09,0.413
"Coffeescript",0.25,0.018
"Erlang",0.25,0.013
"Go",0.4,0
"Haskell",-0.18,0.093
"Java",-0.28,0.011
"Javascript",0.17,0.108
"Objective-C",0.09,0.369
"Perl",-0.05,0.611
"Php",-0.23,0.034
"Python",-0.02,0.839
"Ruby",-0.09,0.414
"Scala",-0.2,0.059
"Typescript",0.05,0.616
