"","coef"
"Intercept",-2.92
"log age",0.19
"log size",-0.03
"log devs",0.18
"log commits",1.04
"C",0.19
"C++",0.12
"Clojure",0.03
"Coffeescript",-0.03
"Erlang",-0.03
"Go",0.28
"Haskell",-0.11
"Java",-0.27
"Javascript",-0.21
"Objective-C",0.15
"Perl",-0.07
"Php",0.39
"Python",-0.16
"Ruby",-0.46
"Scala",-0.23
"Typescript",0.42
