"","coef"
"Intercept",-2.18
"log age",0.13
"log size",-0.06
"log devs",0.15
"log commits",1.01
"C",0.08
"C++",0.1
"Clojure",-0.09
"Coffeescript",0.22
"Erlang",-0.05
"Go",0.33
"Haskell",-0.11
"Java",-0.48
"Javascript",0.1
"Objective-C",0.26
"Perl",-0.11
"Php",0.03
"Python",0.04
"Ruby",-0.22
"Scala",-0.3
"Typescript",0.2
