"","coef","pVal"
"Intercept",-2.72,0
"log age",0.13,0
"log size",-0.02,0.136
"log devs",0.09,0.007
"log commits",1.05,0
"C",0.12,0.205
"C#",-0.09,0.42
"C++",0.04,0.695
"Clojure",-0.22,0.037
"Coffeescript",0.23,0.02
"Erlang",0.04,0.674
"Go",0.12,0.242
"Haskell",-0.11,0.28
"Java",-0.17,0.102
"Javascript",-0.09,0.408
"Objective-C",0.12,0.259
"Perl",-0.05,0.642
"Php",0.14,0.163
"Python",0.1,0.306
"Ruby",-0.11,0.298
"Scala",-0.3,0.003
"Typescript",0.23,0.03
