"","coef","pVal"
"Intercept",-2.33,0
"log age",0.09,0
"log size",-0.04,0.017
"log devs",0.15,0
"log commits",1.04,0
"C",0.14,0.199
"C#",0.11,0.332
"C++",0.02,0.849
"Clojure",-0.27,0.017
"Coffeescript",-0.05,0.652
"Erlang",0.16,0.149
"Go",-0.02,0.863
"Haskell",-0.24,0.034
"Java",0.39,0
"Javascript",0.03,0.787
"Objective-C",-0.13,0.252
"Perl",0.01,0.93
"Php",0.02,0.845
"Python",-0.05,0.672
"Ruby",-0.16,0.144
"Scala",-0.16,0.135
"Typescript",0.2,0.073
