"","coef","pVal"
"Intercept",-2.67,0
"log age",0.11,0
"log size",-0.02,0.108
"log devs",0.14,0
"log commits",1.06,0
"C",0.1,0.376
"C#",-0.08,0.465
"C++",0.01,0.954
"Clojure",-0.41,0
"Coffeescript",0.05,0.629
"Erlang",0.03,0.757
"Go",0.31,0.004
"Haskell",-0.19,0.083
"Java",-0.1,0.357
"Javascript",0.17,0.128
"Objective-C",-0.02,0.858
"Perl",0.06,0.56
"Php",0.08,0.429
"Python",0.08,0.458
"Ruby",-0.14,0.197
"Scala",-0.16,0.134
"Typescript",0.22,0.051
