"","coef","pVal"
"Intercept",-2.58,0
"log age",0.11,0
"log size",-0.02,0.203
"log devs",0.16,0
"log commits",1.02,0
"C",0.12,0.271
"C#",0.1,0.318
"C++",0.18,0.08
"Clojure",-0.09,0.381
"Coffeescript",0.12,0.264
"Erlang",0.1,0.32
"Go",-0.04,0.696
"Haskell",-0.28,0.008
"Java",-0.11,0.316
"Javascript",-0.08,0.443
"Objective-C",0.12,0.253
"Perl",0.01,0.895
"Php",-0.11,0.318
"Python",0.17,0.091
"Ruby",-0.09,0.378
"Scala",-0.13,0.232
"Typescript",0.02,0.884
