"","coef"
"Intercept",-2.8
"log age",0.2
"log size",-0.06
"log devs",0.24
"log commits",1.05
"C",0.1
"C++",0.05
"Clojure",-0.4
"Coffeescript",0.2
"Erlang",-0.09
"Go",0.31
"Haskell",-0.07
"Java",-0.37
"Javascript",0.16
"Objective-C",0.3
"Perl",-0.23
"Php",-0.14
"Python",0.07
"Ruby",-0.14
"Scala",-0.11
"Typescript",0.35
