"","coef","pVal"
"Intercept",-2.84,0
"log age",0.13,0
"log size",0,0.773
"log devs",0.15,0
"log commits",1.02,0
"C",0.3,0.003
"C#",-0.25,0.024
"C++",-0.04,0.725
"Clojure",-0.25,0.025
"Coffeescript",0.14,0.182
"Erlang",0.14,0.166
"Go",0.37,0
"Haskell",-0.09,0.377
"Java",-0.26,0.017
"Javascript",-0.24,0.033
"Objective-C",0.13,0.225
"Perl",0.02,0.812
"Php",0.07,0.502
"Python",0.01,0.952
"Ruby",-0.17,0.121
"Scala",-0.07,0.523
"Typescript",0.18,0.078
