"","coef"
"Intercept",-2.47
"log age",0.18
"log size",-0.08
"log devs",0.32
"log commits",1.03
"C",0.01
"C++",0.14
"Clojure",-0.11
"Coffeescript",0.39
"Erlang",-0.09
"Go",0.24
"Haskell",-0.04
"Java",-0.36
"Javascript",0.15
"Objective-C",0.14
"Perl",0.07
"Php",0.11
"Python",0.12
"Ruby",-0.61
"Scala",-0.3
"Typescript",0.13
