"","coef"
"Intercept",-2.73
"log age",0.18
"log size",-0.01
"log devs",0.18
"log commits",0.96
"C",0.14
"C++",-0.29
"Clojure",0.03
"Coffeescript",0.15
"Erlang",0.05
"Go",0.33
"Haskell",0.04
"Java",-0.53
"Javascript",-0.03
"Objective-C",0.3
"Perl",-0.09
"Php",-0.21
"Python",0.27
"Ruby",-0.36
"Scala",-0.06
"Typescript",0.26
