"","coef","pVal"
"Intercept",-2.45,0
"log age",0.09,0
"log size",-0.03,0.043
"log devs",0.15,0
"log commits",1.05,0
"C",0.09,0.401
"C#",-0.1,0.363
"C++",0.14,0.167
"Clojure",-0.05,0.626
"Coffeescript",0.02,0.851
"Erlang",-0.01,0.942
"Go",0.34,0.001
"Haskell",-0.3,0.007
"Java",-0.01,0.913
"Javascript",-0.04,0.752
"Objective-C",0.13,0.228
"Perl",0.01,0.946
"Php",0.11,0.313
"Python",0.14,0.2
"Ruby",-0.3,0.009
"Scala",-0.22,0.054
"Typescript",0.06,0.59
