"","coef"
"Intercept",-2.97
"log age",0.19
"log size",-0.02
"log devs",0.13
"log commits",1.04
"C",0.11
"C++",0.11
"Clojure",-0.15
"Coffeescript",0.18
"Erlang",-0.01
"Go",0.3
"Haskell",-0.1
"Java",-0.41
"Javascript",-0.02
"Objective-C",0.03
"Perl",-0.15
"Php",0.23
"Python",-0.01
"Ruby",-0.03
"Scala",-0.29
"Typescript",0.22
