"","coef","pVal"
"Intercept",-2.42,0
"log age",0.1,0
"log size",-0.02,0.108
"log devs",0.14,0
"log commits",1.02,0
"C",0.22,0.04
"C#",0.16,0.161
"C++",-0.05,0.648
"Clojure",-0.29,0.009
"Coffeescript",0.35,0.002
"Erlang",0,0.965
"Go",0.03,0.786
"Haskell",-0.16,0.163
"Java",-0.19,0.104
"Javascript",-0.04,0.708
"Objective-C",0.03,0.755
"Perl",0.12,0.279
"Php",0,0.978
"Python",0.13,0.244
"Ruby",-0.2,0.076
"Scala",-0.13,0.23
"Typescript",0.02,0.857
