"","coef","pVal"
"Intercept",-2.29,0
"log age",0.07,0
"log size",-0.03,0.074
"log devs",0.16,0
"log commits",1.02,0
"C",0.21,0.068
"C#",-0.09,0.493
"C++",0.02,0.85
"Clojure",-0.17,0.162
"Coffeescript",0.22,0.053
"Erlang",0.2,0.088
"Go",0.25,0.031
"Haskell",-0.2,0.096
"Java",0.01,0.944
"Javascript",-0.03,0.802
"Objective-C",-0.14,0.238
"Perl",-0.14,0.242
"Php",0.05,0.699
"Python",-0.06,0.613
"Ruby",-0.1,0.409
"Scala",-0.16,0.177
"Typescript",0.13,0.297
