"","coef","pVal"
"Intercept",-2.28,0
"log age",0.11,0
"log size",-0.04,0.016
"log devs",0.14,0
"log commits",1,0
"C",0.29,0.007
"C#",0.02,0.87
"C++",0.06,0.599
"Clojure",-0.22,0.065
"Coffeescript",0.09,0.392
"Erlang",0.1,0.364
"Go",0.23,0.037
"Haskell",-0.33,0.004
"Java",-0.21,0.066
"Javascript",-0.12,0.327
"Objective-C",-0.02,0.858
"Perl",0.06,0.577
"Php",0.05,0.652
"Python",0.04,0.726
"Ruby",-0.03,0.774
"Scala",-0.25,0.028
"Typescript",0.23,0.047
