"","coef","pVal"
"Intercept",-2.77,0
"log age",0.13,0
"log size",-0.02,0.201
"log devs",0.11,0.003
"log commits",1.05,0
"C",0.02,0.857
"C#",0.11,0.35
"C++",0.14,0.209
"Clojure",-0.21,0.079
"Coffeescript",0.33,0.003
"Erlang",0.05,0.663
"Go",0.23,0.037
"Haskell",-0.3,0.011
"Java",-0.23,0.05
"Javascript",-0.02,0.875
"Objective-C",-0.11,0.323
"Perl",0.01,0.962
"Php",0.09,0.4
"Python",0.09,0.449
"Ruby",-0.25,0.035
"Scala",-0.09,0.427
"Typescript",0.15,0.207
