"","coef","pVal"
"Intercept",-2.71,0
"log age",0.11,0
"log size",-0.02,0.144
"log devs",0.14,0
"log commits",1.06,0
"C",0.17,0.096
"C#",-0.01,0.927
"C++",0.33,0.002
"Clojure",-0.13,0.231
"Coffeescript",0.29,0.007
"Erlang",0.05,0.651
"Go",0.09,0.411
"Haskell",-0.26,0.018
"Java",-0.11,0.299
"Javascript",-0.02,0.846
"Objective-C",-0.13,0.228
"Perl",-0.04,0.739
"Php",-0.09,0.433
"Python",0.03,0.793
"Ruby",-0.3,0.008
"Scala",-0.16,0.138
"Typescript",0.3,0.006
