"","coef","pVal"
"Intercept",-2.63,0
"log age",0.09,0
"log size",-0.02,0.108
"log devs",0.13,0
"log commits",1.09,0
"C",0.06,0.565
"C#",0.08,0.485
"C++",0.09,0.368
"Clojure",-0.12,0.243
"Coffeescript",0.37,0
"Erlang",-0.02,0.849
"Go",0.11,0.262
"Haskell",-0.31,0.004
"Java",-0.11,0.287
"Javascript",-0.06,0.608
"Objective-C",-0.04,0.713
"Perl",0.05,0.591
"Php",0.09,0.377
"Python",0.01,0.958
"Ruby",-0.18,0.102
"Scala",-0.18,0.081
"Typescript",0.16,0.138
