"","coef","pVal"
"Intercept",-2.54,0
"log age",0.06,0.001
"log size",-0.04,0.006
"log devs",0.12,0.001
"log commits",1.15,0
"C",0.14,0.195
"C#",-0.09,0.461
"C++",0.18,0.125
"Clojure",-0.16,0.178
"Coffeescript",0.18,0.107
"Erlang",0.11,0.337
"Go",0.12,0.273
"Haskell",-0.06,0.599
"Java",-0.13,0.281
"Javascript",0.07,0.54
"Objective-C",-0.13,0.269
"Perl",0.15,0.193
"Php",-0.03,0.781
"Python",0,0.972
"Ruby",-0.22,0.064
"Scala",-0.16,0.169
"Typescript",0.03,0.807
