"","coef"
"Intercept",-2.71
"log age",0.18
"log size",-0.02
"log devs",0.12
"log commits",1
"C",0.15
"C++",-0.17
"Clojure",-0.07
"Coffeescript",0.2
"Erlang",0
"Go",0.46
"Haskell",-0.06
"Java",-0.32
"Javascript",-0.02
"Objective-C",0.18
"Perl",-0.34
"Php",0.16
"Python",0.07
"Ruby",-0.34
"Scala",-0.25
"Typescript",0.35
