"","coef","pVal"
"Intercept",-2.62,0
"log age",0.09,0
"log size",-0.02,0.272
"log devs",0.1,0.002
"log commits",1.08,0
"C",0.03,0.768
"C#",-0.02,0.832
"C++",0.21,0.055
"Clojure",-0.2,0.079
"Coffeescript",0.18,0.093
"Erlang",0.03,0.808
"Go",0.02,0.846
"Haskell",-0.35,0.002
"Java",-0.27,0.014
"Javascript",0.03,0.785
"Objective-C",-0.05,0.674
"Perl",0,0.977
"Php",0.02,0.819
"Python",0.18,0.092
"Ruby",0.05,0.636
"Scala",-0.02,0.886
"Typescript",0.16,0.154
