"","coef","pVal"
"Intercept",-2.53,0
"log age",0.13,0
"log size",-0.03,0.03
"log devs",0.18,0
"log commits",1,0
"C",0.01,0.938
"C#",-0.18,0.119
"C++",0.09,0.381
"Clojure",-0.28,0.011
"Coffeescript",0.06,0.567
"Erlang",0.22,0.039
"Go",0.35,0.001
"Haskell",-0.08,0.472
"Java",-0.36,0.001
"Javascript",-0.1,0.382
"Objective-C",0.16,0.132
"Perl",0.06,0.574
"Php",0.04,0.707
"Python",0.28,0.008
"Ruby",-0.24,0.032
"Scala",-0.16,0.149
"Typescript",0.12,0.279
