"","coef"
"Intercept",-2.63
"log age",0.15
"log size",-0.05
"log devs",0.21
"log commits",1.05
"C",0.29
"C++",0.07
"Clojure",-0.27
"Coffeescript",0.14
"Erlang",-0.05
"Go",0.23
"Haskell",-0.13
"Java",-0.41
"Javascript",-0.14
"Objective-C",0.2
"Perl",-0.01
"Php",-0.17
"Python",0.15
"Ruby",-0.07
"Scala",0.01
"Typescript",0.15
