"","coef"
"Intercept",-2.56
"log age",0.16
"log size",-0.08
"log devs",0.12
"log commits",1.14
"C",0.04
"C++",0.16
"Clojure",-0.32
"Coffeescript",0.39
"Erlang",-0.05
"Go",0.24
"Haskell",-0.19
"Java",-0.17
"Javascript",0.09
"Objective-C",0.35
"Perl",0.11
"Php",-0.09
"Python",0.14
"Ruby",-0.52
"Scala",-0.41
"Typescript",0.23
