"","coef"
"Intercept",-2.73
"log age",0.18
"log size",-0.04
"log devs",0.11
"log commits",1.05
"C",-0.11
"C++",0.4
"Clojure",0.06
"Coffeescript",-0.09
"Erlang",-0.09
"Go",0.29
"Haskell",-0.05
"Java",-0.14
"Javascript",0.07
"Objective-C",0.14
"Perl",0.09
"Php",-0.05
"Python",-0.14
"Ruby",-0.43
"Scala",-0.2
"Typescript",0.26
