"","coef","pVal"
"Intercept",-2.09,0
"log age",0.08,0
"log size",-0.04,0.002
"log devs",0.23,0
"log commits",0.99,0
"C",0.15,0.138
"C#",0,0.986
"C++",-0.01,0.908
"Clojure",-0.34,0.002
"Coffeescript",0.06,0.589
"Erlang",0.14,0.183
"Go",0.22,0.031
"Haskell",0.05,0.638
"Java",0.1,0.316
"Javascript",-0.21,0.05
"Objective-C",-0.08,0.444
"Perl",-0.05,0.636
"Php",0.04,0.7
"Python",0.14,0.153
"Ruby",-0.15,0.148
"Scala",-0.19,0.067
"Typescript",0.13,0.217
