"","coef","pVal"
"Intercept",-2.47,0
"log age",0.08,0
"log size",-0.05,0.002
"log devs",0.16,0
"log commits",1.09,0
"C",0.26,0.018
"C#",0.15,0.189
"C++",0.03,0.793
"Clojure",-0.25,0.032
"Coffeescript",0.21,0.051
"Erlang",0.3,0.005
"Go",0.21,0.057
"Haskell",-0.2,0.081
"Java",-0.23,0.044
"Javascript",-0.02,0.893
"Objective-C",0.03,0.817
"Perl",0.1,0.38
"Php",-0.12,0.282
"Python",-0.08,0.459
"Ruby",-0.15,0.188
"Scala",-0.23,0.045
"Typescript",-0.01,0.939
