"","coef","pVal"
"Intercept",-2.54,0
"log age",0.06,0.004
"log size",-0.01,0.52
"log devs",0.05,0.235
"log commits",1.12,0
"C",0.11,0.368
"C#",-0.1,0.399
"C++",-0.07,0.588
"Clojure",-0.24,0.047
"Coffeescript",0.32,0.023
"Erlang",0.32,0.008
"Go",0.06,0.602
"Haskell",-0.42,0.001
"Java",-0.01,0.947
"Javascript",-0.26,0.083
"Objective-C",0.23,0.063
"Perl",0.11,0.426
"Php",0.19,0.086
"Python",0.05,0.735
"Ruby",0.05,0.655
"Scala",-0.17,0.163
"Typescript",-0.18,0.274
