"","coef","pVal"
"Intercept",-2.43,0
"log age",0.12,0
"log size",-0.04,0.024
"log devs",0.08,0.057
"log commits",1.05,0
"C",0.3,0.017
"C#",-0.09,0.506
"C++",0.19,0.107
"Clojure",-0.24,0.034
"Coffeescript",0.15,0.193
"Erlang",0.01,0.904
"Go",-0.12,0.334
"Haskell",-0.31,0.012
"Java",-0.05,0.697
"Javascript",-0.1,0.538
"Objective-C",0.24,0.032
"Perl",0.14,0.261
"Php",0.15,0.2
"Python",0.2,0.101
"Ruby",-0.1,0.483
"Scala",-0.15,0.192
"Typescript",-0.23,0.144
