"","coef"
"Intercept",-2.44
"log age",0.16
"log size",-0.05
"log devs",0.14
"log commits",1.05
"C",0.11
"C++",0.17
"Clojure",-0.18
"Coffeescript",0.14
"Erlang",0.07
"Go",0.23
"Haskell",-0.31
"Java",-0.16
"Javascript",0.16
"Objective-C",0.03
"Perl",-0.18
"Php",0.12
"Python",-0.2
"Ruby",-0.14
"Scala",-0.17
"Typescript",0.33
