"","coef","pVal"
"Intercept",-2.73,0
"log age",0.1,0
"log size",-0.02,0.166
"log devs",0.03,0.51
"log commits",1.13,0
"C",0.16,0.183
"C#",-0.11,0.351
"C++",0.22,0.044
"Clojure",-0.33,0.003
"Coffeescript",0.06,0.614
"Erlang",0.08,0.482
"Go",0.02,0.863
"Haskell",-0.15,0.207
"Java",-0.05,0.673
"Javascript",-0.2,0.154
"Objective-C",0.08,0.472
"Perl",-0.03,0.83
"Php",0.27,0.019
"Python",0.28,0.024
"Ruby",-0.13,0.385
"Scala",-0.19,0.081
"Typescript",0.01,0.932
