"","coef","pVal"
"Intercept",-2.57,0
"log age",0.1,0
"log size",-0.03,0.118
"log devs",0.12,0.002
"log commits",1.07,0
"C",0.08,0.542
"C#",0.05,0.692
"C++",0.14,0.244
"Clojure",-0.11,0.378
"Coffeescript",0.11,0.389
"Erlang",0.05,0.705
"Go",0.16,0.171
"Haskell",-0.29,0.013
"Java",0.04,0.706
"Javascript",-0.08,0.617
"Objective-C",0.08,0.476
"Perl",-0.12,0.33
"Php",0.17,0.138
"Python",0.22,0.079
"Ruby",-0.25,0.047
"Scala",-0.11,0.313
"Typescript",-0.14,0.39
