"","coef"
"Intercept",-2.4
"log age",0.12
"log size",-0.03
"log devs",0.2
"log commits",1.02
"C",0.17
"C++",-0.17
"Clojure",-0.08
"Coffeescript",0.15
"Erlang",0.06
"Go",0.08
"Haskell",-0.02
"Java",-0.07
"Javascript",-0.19
"Objective-C",0.11
"Perl",-0.03
"Php",0.24
"Python",-0.12
"Ruby",-0.27
"Scala",-0.09
"Typescript",0.21
