"","coef"
"Intercept",-2.03
"log age",0.13
"log size",-0.05
"log devs",0.19
"log commits",0.99
"C",0.13
"C++",0.31
"Clojure",-0.3
"Coffeescript",0.01
"Erlang",0.33
"Go",0.15
"Haskell",-0.4
"Java",-0.11
"Javascript",0.15
"Objective-C",-0.05
"Perl",-0.25
"Php",0.11
"Python",-0.2
"Ruby",-0.03
"Scala",-0.02
"Typescript",0.18
