"","coef"
"Intercept",-2.32
"log age",0.14
"log size",-0.05
"log devs",0.08
"log commits",1.08
"C",0.2
"C++",0.16
"Clojure",-0.62
"Coffeescript",0.29
"Erlang",0.11
"Go",0.11
"Haskell",-0.29
"Java",0.04
"Javascript",-0.09
"Objective-C",-0.05
"Perl",0.34
"Php",0
"Python",-0.03
"Ruby",-0.1
"Scala",-0.07
"Typescript",-0.01
