"","coef"
"Intercept",-2.48
"log age",0.14
"log size",-0.03
"log devs",0.1
"log commits",1.06
"C",-0.03
"C++",0.24
"Clojure",-0.29
"Coffeescript",0
"Erlang",-0.04
"Go",0.12
"Haskell",-0.4
"Java",0.25
"Javascript",-0.03
"Objective-C",-0.04
"Perl",0.14
"Php",0.14
"Python",-0.03
"Ruby",-0.15
"Scala",-0.13
"Typescript",0.26
