"","coef"
"Intercept",-1.93
"log age",0.1
"log size",-0.07
"log devs",0.16
"log commits",1.06
"C",0.21
"C++",0.03
"Clojure",-0.2
"Coffeescript",0.14
"Erlang",0.08
"Go",0.23
"Haskell",-0.27
"Java",0.23
"Javascript",0.12
"Objective-C",-0.07
"Perl",0
"Php",-0.04
"Python",-0.28
"Ruby",-0.11
"Scala",-0.21
"Typescript",0.14
