"","coef","pVal"
"Intercept",-2.48,0
"log age",0.08,0
"log size",-0.01,0.345
"log devs",0.11,0.003
"log commits",1.05,0
"C",0.27,0.015
"C#",0,0.974
"C++",0.13,0.244
"Clojure",-0.14,0.216
"Coffeescript",0.1,0.464
"Erlang",0.15,0.216
"Go",0.23,0.038
"Haskell",-0.1,0.341
"Java",-0.02,0.87
"Javascript",-0.23,0.182
"Objective-C",0.18,0.096
"Perl",-0.12,0.315
"Php",0.17,0.123
"Python",-0.08,0.513
"Ruby",-0.07,0.568
"Scala",-0.29,0.016
"Typescript",-0.17,0.308
