"","coef","pVal"
"Intercept",-2.29,0
"log age",0.06,0.003
"log size",-0.04,0.017
"log devs",0.09,0.03
"log commits",1.1,0
"C",0.19,0.13
"C#",0.01,0.956
"C++",0.02,0.862
"Clojure",-0.07,0.53
"Coffeescript",-0.17,0.225
"Erlang",0.1,0.4
"Go",0.02,0.866
"Haskell",-0.32,0.006
"Java",0.1,0.449
"Javascript",-0.13,0.45
"Objective-C",0.15,0.213
"Perl",-0.01,0.966
"Php",0,0.998
"Python",0.07,0.634
"Ruby",0.04,0.737
"Scala",-0.14,0.246
"Typescript",0.15,0.267
